SR. No,Ward No,Serial no.,Tree Name,Scientific Name,Latitude,Longitude,Girth (Inch),Height (Ft),Age (Years),Canopy (sq. mtr),Condition,Landmark,Concern Person,Remark
2374,4,W41709605712318-akK0O,Neem Tree,Azadirachta indica,19.31018304,76.49425082,59,34,10_50,26,Good,Ward 4,Akshay Hake,Good
2375,4,W41709605714079-akK0O,Neem Tree,Azadirachta indica,19.31025835,76.49412777,50,29,10_50,22,Good,Ward 4,Akshay Hake,Good
2376,4,W41709605714404-akK0O,Neem Tree,Azadirachta indica,19.31025993,76.49418812,58,33,10_50,26,Good,Ward 4,Akshay Hake,Good
2377,4,W41709605714747-akK0O,Neem Tree,Azadirachta indica,19.31029125,76.49422601,65,37,10_50,29,Good,Ward 4,Akshay Hake,Good
2378,4,W41709605725148-akK0O,Tamarind Tree,Tamarindus indica,19.31029062,76.49433464,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2379,4,W41709605725948-akK0O,Tamarind Tree,Tamarindus indica,19.31027891,76.49438024,65,37,10_50,29,Good,Ward 4,Akshay Hake,Good
2380,4,W41709605727646-akK0O,Tamarind Tree,Tamarindus indica,19.31025677,76.494225,58,33,10_50,26,Good,Ward 4,Akshay Hake,Good
2381,4,W41709605728245-akK0O,Tamarind Tree,Tamarindus indica,19.31029347,76.49415594,52,30,10_50,23,Good,Ward 4,Akshay Hake,Good
2382,4,W41709605728850-akK0O,Tamarind Tree,Tamarindus indica,19.31022671,76.49415426,49,28,10_50,22,Good,Ward 4,Akshay Hake,Good
2383,4,W41709605731693-akK0O,Tamarind Tree,Tamarindus indica,19.31017481,76.49433967,45,26,10_50,20,Good,Ward 4,Akshay Hake,Good
2384,4,W41709605732278-akK0O,Tamarind Tree,Tamarindus indica,19.31021658,76.49452239,72,41,10_50,32,Good,Ward 4,Akshay Hake,Good
2385,4,W41709605733609-akK0O,Tamarind Tree,Tamarindus indica,19.31024348,76.49462767,52,30,10_50,23,Good,Ward 4,Akshay Hake,Good
2386,4,W41709605734452-akK0O,Tamarind Tree,Tamarindus indica,19.31016564,76.49465013,65,37,10_50,29,Good,Ward 4,Akshay Hake,Good
2387,4,W41709605736200-akK0O,Tamarind Tree,Tamarindus indica,19.31034821,76.49481073,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2388,4,W41709605768853-akK0O,Gum Arabic Tree,Vachellia nilotica,19.31032226,76.49479061,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2389,4,W41709605775918-akK0O,Gum Arabic Tree,Vachellia nilotica,19.31018842,76.49452139,53,30,10_50,24,Good,Ward 4,Akshay Hake,Good
2390,4,W41709605776960-akK0O,Gum Arabic Tree,Vachellia nilotica,19.31021563,76.49463605,47,27,10_50,21,Good,Ward 4,Akshay Hake,Good
2391,4,W41709605777593-akK0O,Gum Arabic Tree,Vachellia nilotica,19.31018589,76.49466656,48,27,10_50,22,Good,Ward 4,Akshay Hake,Good
2392,4,W41709605779516-akK0O,Gum Arabic Tree,Vachellia nilotica,19.31003654,76.4946327,41,23,10_50,18,Good,Ward 4,Akshay Hake,Good
2393,4,W41709605780120-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30995332,76.49449255,49,28,10_50,22,Good,Ward 4,Akshay Hake,Good
2394,4,W41709605780543-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30991535,76.49457134,51,29,10_50,23,Good,Ward 4,Akshay Hake,Good
2395,4,W41709605781049-akK0O,Gum Arabic Tree,Vachellia nilotica,19.3098796,76.49449121,58,33,10_50,26,Good,Ward 4,Akshay Hake,Good
2396,4,W41709605781586-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30986441,76.49470814,59,34,10_50,26,Good,Ward 4,Akshay Hake,Good
2397,4,W41709605782374-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30989922,76.49478324,50,29,10_50,22,Good,Ward 4,Akshay Hake,Good
2398,4,W41709605787275-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30976885,76.49471149,58,33,10_50,26,Good,Ward 4,Akshay Hake,Good
2399,4,W41709605789170-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30993212,76.49418209,65,37,10_50,29,Good,Ward 4,Akshay Hake,Good
2400,4,W41709605792139-akK0O,Gum Arabic Tree,Vachellia nilotica,19.31055451,76.49433933,58,33,10_50,26,Good,Ward 4,Akshay Hake,Good
2401,4,W41709605792628-akK0O,Gum Arabic Tree,Vachellia nilotica,19.31050199,76.49430044,52,30,10_50,23,Good,Ward 4,Akshay Hake,Good
2402,4,W41709605793116-akK0O,Gum Arabic Tree,Vachellia nilotica,19.31048047,76.49435978,49,28,10_50,22,Good,Ward 4,Akshay Hake,Good
2403,4,W41709605797304-akK0O,Gum Arabic Tree,Vachellia nilotica,19.31048648,76.49440806,45,26,10_50,20,Good,Ward 4,Akshay Hake,Good
2404,4,W41709605797765-akK0O,Gum Arabic Tree,Vachellia nilotica,19.31052034,76.49434537,57,33,10_50,26,Good,Ward 4,Akshay Hake,Good
2405,4,W41709605800685-akK0O,Gum Arabic Tree,Vachellia nilotica,19.31042889,76.49457905,54,31,10_50,24,Good,Ward 4,Akshay Hake,Good
2406,4,W41709605801648-akK0O,Gum Arabic Tree,Vachellia nilotica,19.31060261,76.49482112,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2407,4,W41709605803073-akK0O,Gum Arabic Tree,Vachellia nilotica,19.31058172,76.4948684,74,42,10_50,33,Good,Ward 4,Akshay Hake,Good
2408,4,W41709605803673-akK0O,Gum Arabic Tree,Vachellia nilotica,19.31052667,76.49471987,72,41,10_50,32,Good,Ward 4,Akshay Hake,Good
2409,4,W41709605810471-akK0O,Gum Arabic Tree,Vachellia nilotica,19.31083897,76.49441946,52,30,10_50,23,Good,Ward 4,Akshay Hake,Good
2410,4,W41709605812093-akK0O,Gum Arabic Tree,Vachellia nilotica,19.31078138,76.49432592,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2411,4,W41709605812446-akK0O,Gum Arabic Tree,Vachellia nilotica,19.31086997,76.49435744,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2412,4,W41709605814624-akK0O,Gum Arabic Tree,Vachellia nilotica,19.31071841,76.4940929,47,27,10_50,21,Good,Ward 4,Akshay Hake,Good
2413,4,W41709605814959-akK0O,Gum Arabic Tree,Vachellia nilotica,19.31075417,76.49404094,48,27,10_50,22,Good,Ward 4,Akshay Hake,Good
2414,4,W41709605833801-akK0O,Tamarind Tree,Tamarindus indica,19.30891738,76.49555102,41,23,10_50,18,Good,Ward 4,Akshay Hake,Good
2415,4,W41709605834259-akK0O,Tamarind Tree,Tamarindus indica,19.3088079,76.49538405,49,28,10_50,22,Good,Ward 4,Akshay Hake,Good
2416,4,W41709605835596-akK0O,Tamarind Tree,Tamarindus indica,19.30868228,76.49533175,51,29,10_50,23,Good,Ward 4,Akshay Hake,Good
2417,4,W41709605836097-akK0O,Tamarind Tree,Tamarindus indica,19.30858356,76.49534315,58,33,10_50,26,Good,Ward 4,Akshay Hake,Good
2418,4,W41709605838919-akK0O,Tamarind Tree,Tamarindus indica,19.30827379,76.49540987,50,29,10_50,22,Good,Ward 4,Akshay Hake,Good
2419,4,W41709605839295-akK0O,Tamarind Tree,Tamarindus indica,19.30831524,76.49546284,58,33,10_50,26,Good,Ward 4,Akshay Hake,Good
2420,4,W41709605852171-akK0O,Neem Tree,Azadirachta indica,19.30832821,76.49524961,65,37,10_50,29,Good,Ward 4,Akshay Hake,Good
2421,4,W41709605852494-akK0O,Neem Tree,Azadirachta indica,19.30841491,76.49524055,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2422,4,W41709605852903-akK0O,Neem Tree,Azadirachta indica,19.30828644,76.49528749,45,26,10_50,20,Good,Ward 4,Akshay Hake,Good
2423,4,W41709605854634-akK0O,Neem Tree,Azadirachta indica,19.30865127,76.49537534,57,33,10_50,26,Good,Ward 4,Akshay Hake,Good
2424,4,W41709605857354-akK0O,Neem Tree,Azadirachta indica,19.30876233,76.49532638,74,42,10_50,33,Good,Ward 4,Akshay Hake,Good
2425,4,W41709605858939-akK0O,Neem Tree,Azadirachta indica,19.30878765,76.49543166,72,41,10_50,32,Good,Ward 4,Akshay Hake,Good
2426,4,W41709605859395-akK0O,Neem Tree,Azadirachta indica,19.30889112,76.49532974,52,30,10_50,23,Good,Ward 4,Akshay Hake,Good
2427,4,W41709605902848-akK0O,Palm tree,Arecaceae,19.31076429,76.495375,65,37,2_5,29,Good,Ward 4,Akshay Hake,Good
2428,4,W41709605903560-akK0O,Palm tree,Arecaceae,19.31073075,76.49537902,62,35,2_5,28,Good,Ward 4,Akshay Hake,Good
2429,4,W41709605904228-akK0O,Palm tree,Arecaceae,19.31068234,76.49537567,62,35,2_5,28,Good,Ward 4,Akshay Hake,Good
2430,4,W41709605904911-akK0O,Palm tree,Arecaceae,19.31064975,76.49538305,53,30,2_5,24,Good,Ward 4,Akshay Hake,Good
2431,4,W41709605912910-akK0O,Palm tree,Arecaceae,19.31062317,76.49538472,47,27,2_5,21,Good,Ward 4,Akshay Hake,Good
2432,4,W41709605913596-akK0O,Palm tree,Arecaceae,19.31059628,76.49538338,48,27,2_5,22,Good,Ward 4,Akshay Hake,Good
2433,4,W41709605914233-akK0O,Palm tree,Arecaceae,19.31057065,76.49538271,41,23,2_5,18,Good,Ward 4,Akshay Hake,Good
2434,4,W41709605914884-akK0O,Palm tree,Arecaceae,19.31053648,76.4953864,49,28,2_5,22,Good,Ward 4,Akshay Hake,Good
2435,4,W41709605915487-akK0O,Palm tree,Arecaceae,19.3105061,76.49537969,51,29,2_5,23,Good,Ward 4,Akshay Hake,Good
2436,4,W41709605916140-akK0O,Palm tree,Arecaceae,19.31048268,76.4953807,58,33,2_5,26,Good,Ward 4,Akshay Hake,Good
2437,4,W41709605919729-akK0O,Palm tree,Arecaceae,19.31047731,76.49540149,59,34,2_5,26,Good,Ward 4,Akshay Hake,Good
2438,4,W41709605920480-akK0O,Palm tree,Arecaceae,19.31047636,76.49542831,50,29,2_5,22,Good,Ward 4,Akshay Hake,Good
2439,4,W41709605921169-akK0O,Palm tree,Arecaceae,19.31047667,76.49544239,58,33,2_5,26,Good,Ward 4,Akshay Hake,Good
2440,4,W41709605921936-akK0O,Palm tree,Arecaceae,19.31047003,76.49547055,65,37,2_5,29,Good,Ward 4,Akshay Hake,Good
2441,4,W41709605924656-akK0O,Palm tree,Arecaceae,19.31046655,76.49549436,62,35,2_5,28,Good,Ward 4,Akshay Hake,Good
2442,4,W41709605925359-akK0O,Palm tree,Arecaceae,19.31046465,76.49552252,65,37,2_5,29,Good,Ward 4,Akshay Hake,Good
2443,4,W41709605925980-akK0O,Palm tree,Arecaceae,19.3104599,76.4955584,58,33,2_5,26,Good,Ward 4,Akshay Hake,Good
2444,4,W41709605926614-akK0O,Palm tree,Arecaceae,19.3104656,76.49557952,52,30,2_5,23,Good,Ward 4,Akshay Hake,Good
2445,4,W41709605927266-akK0O,Palm tree,Arecaceae,19.31046655,76.49560802,49,28,2_5,22,Good,Ward 4,Akshay Hake,Good
2446,4,W41709605933047-akK0O,Palm tree,Arecaceae,19.31048806,76.49560701,45,26,2_5,20,Good,Ward 4,Akshay Hake,Good
2447,4,W41709605934056-akK0O,Palm tree,Arecaceae,19.3105099,76.4956107,72,41,2_5,32,Good,Ward 4,Akshay Hake,Good
2448,4,W41709605934695-akK0O,Palm tree,Arecaceae,19.31053426,76.4956117,52,30,2_5,23,Good,Ward 4,Akshay Hake,Good
2449,4,W41709605935297-akK0O,Palm tree,Arecaceae,19.31056179,76.49561238,65,37,2_5,29,Good,Ward 4,Akshay Hake,Good
2450,4,W41709605935898-akK0O,Palm tree,Arecaceae,19.3105852,76.49561908,62,35,2_5,28,Good,Ward 4,Akshay Hake,Good
2451,4,W41709605936485-akK0O,Palm tree,Arecaceae,19.31061431,76.49561942,62,35,2_5,28,Good,Ward 4,Akshay Hake,Good
2452,4,W41709605937086-akK0O,Palm tree,Arecaceae,19.31063899,76.49561908,53,30,2_5,24,Good,Ward 4,Akshay Hake,Good
2453,4,W41709605938474-akK0O,Palm tree,Arecaceae,19.31067,76.49561707,47,27,2_5,21,Good,Ward 4,Akshay Hake,Good
2454,4,W41709605939162-akK0O,Palm tree,Arecaceae,19.31070829,76.49561942,48,27,2_5,22,Good,Ward 4,Akshay Hake,Good
2455,4,W41709605939717-akK0O,Palm tree,Arecaceae,19.3107374,76.49561673,41,23,2_5,18,Good,Ward 4,Akshay Hake,Good
2456,4,W41709605951374-akK0O,Indian-almond Tree,Terminalia catappa,19.31050926,76.49541255,49,28,2_5,22,Good,Ward 4,Akshay Hake,Good
2457,4,W41709605971833-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30946098,76.49491265,51,29,2_5,23,Good,Ward 4,Akshay Hake,Good
2458,4,W41709605974489-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30942871,76.49484761,58,33,2_5,26,Good,Ward 4,Akshay Hake,Good
2459,4,W41709605975482-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30940086,76.49493512,50,29,2_5,22,Good,Ward 4,Akshay Hake,Good
2460,4,W41709605977735-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30925753,76.49519227,58,33,2_5,26,Good,Ward 4,Akshay Hake,Good
2461,4,W41709605981492-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30894396,76.4950176,62,35,2_5,28,Good,Ward 4,Akshay Hake,Good
2462,4,W41709606497695-akK0O,Palm tree,Arecaceae,19.30890725,76.49458174,65,37,2_5,29,Good,Ward 4,Akshay Hake,Good
2463,4,W41709606498612-akK0O,Palm tree,Arecaceae,19.30892719,76.49456229,58,33,2_5,26,Good,Ward 4,Akshay Hake,Good
2464,4,W41709606499336-akK0O,Palm tree,Arecaceae,19.3089506,76.49454854,52,30,2_5,23,Good,Ward 4,Akshay Hake,Good
2465,4,W41709606500025-akK0O,Palm tree,Arecaceae,19.3089601,76.4945348,49,28,2_5,22,Good,Ward 4,Akshay Hake,Good
2466,4,W41709606500560-akK0O,Palm tree,Arecaceae,19.30898319,76.4945187,45,26,2_5,20,Good,Ward 4,Akshay Hake,Good
2467,4,W41709606501183-akK0O,Palm tree,Arecaceae,19.30900344,76.49450127,57,33,2_5,26,Good,Ward 4,Akshay Hake,Good
2468,4,W41709606501770-akK0O,Palm tree,Arecaceae,19.30901547,76.49448987,54,31,2_5,24,Good,Ward 4,Akshay Hake,Good
2469,4,W41709606502341-akK0O,Palm tree,Arecaceae,19.30902528,76.49448182,62,35,2_5,28,Good,Ward 4,Akshay Hake,Good
2470,4,W41709606502863-akK0O,Palm tree,Arecaceae,19.30904141,76.49447143,74,42,2_5,33,Good,Ward 4,Akshay Hake,Good
2471,4,W41709606503420-akK0O,Palm tree,Arecaceae,19.30905122,76.49445936,72,41,2_5,32,Good,Ward 4,Akshay Hake,Good
2472,4,W41709606503924-akK0O,Palm tree,Arecaceae,19.30906736,76.49444696,52,30,2_5,23,Good,Ward 4,Akshay Hake,Good
2473,4,W41709606504451-akK0O,Palm tree,Arecaceae,19.30908223,76.49443388,65,37,2_5,29,Good,Ward 4,Akshay Hake,Good
2474,4,W41709606506477-akK0O,Palm tree,Arecaceae,19.30909869,76.49442181,62,35,2_5,28,Good,Ward 4,Akshay Hake,Good
2475,4,W41709606506947-akK0O,Palm tree,Arecaceae,19.30912147,76.49440471,62,35,2_5,28,Good,Ward 4,Akshay Hake,Good
2476,4,W41709606507571-akK0O,Palm tree,Arecaceae,19.30913286,76.49439465,53,30,2_5,24,Good,Ward 4,Akshay Hake,Good
2477,4,W41709606508026-akK0O,Palm tree,Arecaceae,19.30915153,76.49438392,47,27,2_5,21,Good,Ward 4,Akshay Hake,Good
2478,4,W41709606508483-akK0O,Palm tree,Arecaceae,19.30916482,76.49437353,48,27,2_5,22,Good,Ward 4,Akshay Hake,Good
2479,4,W41709606508926-akK0O,Palm tree,Arecaceae,19.30917842,76.49436347,41,23,2_5,18,Good,Ward 4,Akshay Hake,Good
2480,4,W41709606509381-akK0O,Palm tree,Arecaceae,19.30919772,76.49434637,49,28,2_5,22,Good,Ward 4,Akshay Hake,Good
2481,4,W41709606509808-akK0O,Palm tree,Arecaceae,19.3092126,76.49433665,51,29,2_5,23,Good,Ward 4,Akshay Hake,Good
2482,4,W41709606510132-akK0O,Palm tree,Arecaceae,19.30922557,76.4943276,58,33,2_5,26,Good,Ward 4,Akshay Hake,Good
2483,4,W41709606510494-akK0O,Palm tree,Arecaceae,19.30923348,76.49432123,59,34,2_5,26,Good,Ward 4,Akshay Hake,Good
2484,4,W41709606516647-akK0O,Palm tree,Arecaceae,19.30929613,76.49428099,50,29,2_5,22,Good,Ward 4,Akshay Hake,Good
2485,4,W41709606518002-akK0O,Palm tree,Arecaceae,19.30925183,76.4943115,58,33,2_5,26,Good,Ward 4,Akshay Hake,Good
2486,4,W41709606519246-akK0O,Palm tree,Arecaceae,19.30926322,76.49430547,65,37,2_5,29,Good,Ward 4,Akshay Hake,Good
2487,4,W41709606522430-akK0O,Palm tree,Arecaceae,19.30938473,76.49420455,62,35,2_5,28,Good,Ward 4,Akshay Hake,Good
2488,4,W41709606523251-akK0O,Palm tree,Arecaceae,19.30939675,76.49420019,45,26,2_5,20,Good,Ward 4,Akshay Hake,Good
2489,4,W41709606523738-akK0O,Palm tree,Arecaceae,19.3094113,76.49418812,57,33,2_5,26,Good,Ward 4,Akshay Hake,Good
2490,4,W41709606527139-akK0O,Palm tree,Arecaceae,19.3094227,76.49416935,54,31,2_5,24,Good,Ward 4,Akshay Hake,Good
2491,4,W41709606527629-akK0O,Palm tree,Arecaceae,19.30944738,76.49415527,62,35,2_5,28,Good,Ward 4,Akshay Hake,Good
2492,4,W41709606528101-akK0O,Palm tree,Arecaceae,19.30945402,76.49414219,74,42,2_5,33,Good,Ward 4,Akshay Hake,Good
2493,4,W41709606528443-akK0O,Palm tree,Arecaceae,19.3094632,76.49412878,72,41,2_5,32,Good,Ward 4,Akshay Hake,Good
2494,4,W41709606531666-akK0O,Palm tree,Arecaceae,19.30947522,76.49411369,52,30,2_5,23,Good,Ward 4,Akshay Hake,Good
2495,4,W41709606532481-akK0O,Palm tree,Arecaceae,19.3094863,76.49410497,65,37,2_5,29,Good,Ward 4,Akshay Hake,Good
2496,4,W41709606533084-akK0O,Palm tree,Arecaceae,19.3095018,76.49409257,62,35,2_5,28,Good,Ward 4,Akshay Hake,Good
2497,4,W41709606533689-akK0O,Palm tree,Arecaceae,19.30950401,76.49408452,62,35,2_5,28,Good,Ward 4,Akshay Hake,Good
2498,4,W41709606534196-akK0O,Palm tree,Arecaceae,19.3095192,76.49407011,53,30,2_5,24,Good,Ward 4,Akshay Hake,Good
2499,4,W41709606534786-akK0O,Palm tree,Arecaceae,19.30953914,76.49405334,47,27,2_5,21,Good,Ward 4,Akshay Hake,Good
2500,4,W41709606535326-akK0O,Palm tree,Arecaceae,19.30955654,76.49403758,48,27,2_5,22,Good,Ward 4,Akshay Hake,Good
2501,4,W41709606535846-akK0O,Palm tree,Arecaceae,19.30957236,76.49402987,41,23,2_5,18,Good,Ward 4,Akshay Hake,Good
2502,4,W41709606536405-akK0O,Palm tree,Arecaceae,19.30958312,76.4940178,49,28,2_5,22,Good,Ward 4,Akshay Hake,Good
2503,4,W41709606549420-akK0O,Palm tree,Arecaceae,19.30959862,76.49400171,51,29,2_5,23,Good,Ward 4,Akshay Hake,Good
2504,4,W41709606550383-akK0O,Palm tree,Arecaceae,19.30961191,76.4939826,58,33,2_5,26,Good,Ward 4,Akshay Hake,Good
2505,4,W41709606551082-akK0O,Palm tree,Arecaceae,19.30962235,76.49397053,59,34,2_5,26,Good,Ward 4,Akshay Hake,Good
2506,4,W41709606551767-akK0O,Palm tree,Arecaceae,19.30963976,76.49395645,50,29,2_5,22,Good,Ward 4,Akshay Hake,Good
2507,4,W41709606552408-akK0O,Palm tree,Arecaceae,19.30964988,76.49394739,58,33,2_5,26,Good,Ward 4,Akshay Hake,Good
2508,4,W41709606552994-akK0O,Palm tree,Arecaceae,19.30966728,76.49393231,65,37,2_5,29,Good,Ward 4,Akshay Hake,Good
2509,4,W41709606553647-akK0O,Palm tree,Arecaceae,19.30967551,76.49391118,62,35,2_5,28,Good,Ward 4,Akshay Hake,Good
2510,4,W41709606555425-akK0O,Palm tree,Arecaceae,19.30970652,76.49389911,65,37,2_5,29,Good,Ward 4,Akshay Hake,Good
2511,4,W41709606556096-akK0O,Palm tree,Arecaceae,19.30972361,76.49388101,58,33,2_5,26,Good,Ward 4,Akshay Hake,Good
2512,4,W41709606556686-akK0O,Palm tree,Arecaceae,19.30974006,76.49386458,52,30,2_5,23,Good,Ward 4,Akshay Hake,Good
2513,4,W41709606557244-akK0O,Palm tree,Arecaceae,19.30975715,76.49385117,49,28,2_5,22,Good,Ward 4,Akshay Hake,Good
2514,4,W41709606557832-akK0O,Palm tree,Arecaceae,19.30977139,76.49383374,45,26,2_5,20,Good,Ward 4,Akshay Hake,Good
2515,4,W41709606560201-akK0O,Palm tree,Arecaceae,19.30979322,76.49381228,72,41,2_5,32,Good,Ward 4,Akshay Hake,Good
2516,4,W41709606561462-akK0O,Palm tree,Arecaceae,19.30987422,76.49374757,52,30,2_5,23,Good,Ward 4,Akshay Hake,Good
2517,4,W41709606562505-akK0O,Palm tree,Arecaceae,19.30985777,76.49372343,65,37,2_5,29,Good,Ward 4,Akshay Hake,Good
2518,4,W41709606583761-akK0O,Ashoka Tree,Saraca asoca,19.30893763,76.49425887,62,35,5_10,28,Good,Ward 4,Akshay Hake,Good
2519,4,W41709606584776-akK0O,Ashoka Tree,Saraca asoca,19.30892782,76.49428435,62,35,5_10,28,Good,Ward 4,Akshay Hake,Good
2520,4,W41709606585725-akK0O,Ashoka Tree,Saraca asoca,19.30892782,76.49430983,53,30,5_10,24,Good,Ward 4,Akshay Hake,Good
2521,4,W41709606586737-akK0O,Ashoka Tree,Saraca asoca,19.30892244,76.49433531,47,27,5_10,21,Good,Ward 4,Akshay Hake,Good
2522,4,W41709606587778-akK0O,Ashoka Tree,Saraca asoca,19.30891706,76.49436582,48,27,5_10,22,Good,Ward 4,Akshay Hake,Good
2523,4,W41709606588808-akK0O,Ashoka Tree,Saraca asoca,19.30891959,76.49439566,41,23,5_10,18,Good,Ward 4,Akshay Hake,Good
2524,4,W41709606589825-akK0O,Ashoka Tree,Saraca asoca,19.30891453,76.49441812,49,28,5_10,22,Good,Ward 4,Akshay Hake,Good
2525,4,W41709606590815-akK0O,Ashoka Tree,Saraca asoca,19.30891516,76.49444126,51,29,5_10,23,Good,Ward 4,Akshay Hake,Good
2526,4,W41709606593237-akK0O,Ashoka Tree,Saraca asoca,19.30891295,76.49446942,58,33,5_10,26,Good,Ward 4,Akshay Hake,Good
2527,4,W41709606594284-akK0O,Ashoka Tree,Saraca asoca,19.308912,76.49449121,59,34,5_10,26,Good,Ward 4,Akshay Hake,Good
2528,4,W41709606595362-akK0O,Ashoka Tree,Saraca asoca,19.30890472,76.49451602,50,29,5_10,22,Good,Ward 4,Akshay Hake,Good
2529,4,W41709606609944-akK0O,Tamarind Tree,Tamarindus indica,19.30877752,76.49462365,58,33,5_10,26,Good,Ward 4,Akshay Hake,Good
2530,4,W41709606610450-akK0O,Tamarind Tree,Tamarindus indica,19.30882087,76.49460554,65,37,5_10,29,Good,Ward 4,Akshay Hake,Good
2531,4,W41709606610887-akK0O,Tamarind Tree,Tamarindus indica,19.3088503,76.49461593,62,35,5_10,28,Good,Ward 4,Akshay Hake,Good
2532,4,W41709606611525-akK0O,Tamarind Tree,Tamarindus indica,19.30881802,76.49464108,65,37,5_10,29,Good,Ward 4,Akshay Hake,Good
2533,4,W41709606612180-akK0O,Tamarind Tree,Tamarindus indica,19.30878322,76.49464745,58,33,5_10,26,Good,Ward 4,Akshay Hake,Good
2534,4,W41709606612764-akK0O,Tamarind Tree,Tamarindus indica,19.30879398,76.49467796,52,30,5_10,23,Good,Ward 4,Akshay Hake,Good
2535,4,W41709606613406-akK0O,Tamarind Tree,Tamarindus indica,19.30884144,76.4946565,49,28,5_10,22,Good,Ward 4,Akshay Hake,Good
2536,4,W41709606614152-akK0O,Tamarind Tree,Tamarindus indica,19.30883036,76.49478927,45,26,5_10,20,Good,Ward 4,Akshay Hake,Good
2537,4,W41709606667507-akK0O,Gum Arabic Tree,Vachellia nilotica,19.31011723,76.49350885,57,33,10_50,26,Good,Ward 4,Akshay Hake,Good
2538,4,W41709606668082-akK0O,Gum Arabic Tree,Vachellia nilotica,19.31005078,76.49355579,54,31,10_50,24,Good,Ward 4,Akshay Hake,Good
2539,4,W41709606670922-akK0O,Gum Arabic Tree,Vachellia nilotica,19.31018874,76.49349008,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2540,4,W41709606671462-akK0O,Gum Arabic Tree,Vachellia nilotica,19.31021974,76.4933838,74,42,10_50,33,Good,Ward 4,Akshay Hake,Good
2541,4,W41709606673108-akK0O,Gum Arabic Tree,Vachellia nilotica,19.31010678,76.49326444,72,41,10_50,32,Good,Ward 4,Akshay Hake,Good
2542,4,W41709606675073-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30998338,76.49315916,52,30,10_50,23,Good,Ward 4,Akshay Hake,Good
2543,4,W41709606675793-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30991789,76.49316084,65,37,10_50,29,Good,Ward 4,Akshay Hake,Good
2544,4,W41709606676215-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30988941,76.49311122,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2545,4,W41709606677380-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30982391,76.49310585,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2546,4,W41709606678716-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30978214,76.4930113,53,30,10_50,24,Good,Ward 4,Akshay Hake,Good
2547,4,W41709606679353-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30983562,76.49303343,47,27,10_50,21,Good,Ward 4,Akshay Hake,Good
2548,4,W41709606681949-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30965811,76.49291508,48,27,10_50,22,Good,Ward 4,Akshay Hake,Good
2549,4,W41709606682472-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30964988,76.49295464,41,23,10_50,18,Good,Ward 4,Akshay Hake,Good
